title 	 , description 	 ,  url 	 ,  publishedAt	
Southwest hero pilots reveal they 'pushed fear' away in landing plane,Tammie Jo Shults and Darren Ellisor have spoken out for the first time since the April 17 incident.,http://www.foxnews.com/travel/2018/05/12/southwest-hero-pilots-reveal-pushed-fear-away-in-landing-plane.html,1526143023Southwest hero pilots reveal they 'pushed fear' away in landing plane,Tammie Jo Shults and Darren Ellisor have spoken out for the first time since the April 17 incident.,http://www.foxnews.com/travel/2018/05/12/southwest-hero-pilots-reveal-pushed-fear-away-in-landing-plane.html,1526143023
Apple is almost $1 trillion firm, but watch out for Amazon,IPhone maker’s revenue has ballooned to $229 billion, surpassing Portugal’s GDP,http://www.thehindu.com/business/Industry/apple-is-almost-1-trillion-firm-but-watch-out-for-amazon/article23867045.ece,1526140740Southwest hero pilots reveal they 'pushed fear' away in landing plane,Tammie Jo Shults and Darren Ellisor have spoken out for the first time since the April 17 incident.,http://www.foxnews.com/travel/2018/05/12/southwest-hero-pilots-reveal-pushed-fear-away-in-landing-plane.html,1526143023
Apple is almost $1 trillion firm, but watch out for Amazon,IPhone maker’s revenue has ballooned to $229 billion, surpassing Portugal’s GDP,http://www.thehindu.com/business/Industry/apple-is-almost-1-trillion-firm-but-watch-out-for-amazon/article23867045.ece,1526140740
United Airlines sued by Nigerian passenger booted for 'pungent' odor, claiming racial discrimination,She's a member of their frequent flyer program, too.,http://www.foxnews.com/travel/2018/05/12/united-airlines-sued-by-nigerian-passenger-booted-for-pungent-odor-claiming-racial-discrimination.html,1526139782Southwest hero pilots reveal they 'pushed fear' away in landing plane,Tammie Jo Shults and Darren Ellisor have spoken out for the first time since the April 17 incident.,http://www.foxnews.com/travel/2018/05/12/southwest-hero-pilots-reveal-pushed-fear-away-in-landing-plane.html,1526143023
Apple is almost $1 trillion firm, but watch out for Amazon,IPhone maker’s revenue has ballooned to $229 billion, surpassing Portugal’s GDP,http://www.thehindu.com/business/Industry/apple-is-almost-1-trillion-firm-but-watch-out-for-amazon/article23867045.ece,1526140740
United Airlines sued by Nigerian passenger booted for 'pungent' odor, claiming racial discrimination,She's a member of their frequent flyer program, too.,http://www.foxnews.com/travel/2018/05/12/united-airlines-sued-by-nigerian-passenger-booted-for-pungent-odor-claiming-racial-discrimination.html,1526139782
Cryptocurrency has been great for GPU makers—that might change soon,The cryptocurrency boom helped GPU makers score another quarter of huge profits.,https://arstechnica.com/gaming/2018/05/cryptocurrency-has-been-great-for-gpu-makers-that-might-change-soon/,1526139281Southwest hero pilots reveal they 'pushed fear' away in landing plane,Tammie Jo Shults and Darren Ellisor have spoken out for the first time since the April 17 incident.,http://www.foxnews.com/travel/2018/05/12/southwest-hero-pilots-reveal-pushed-fear-away-in-landing-plane.html,1526143023
Apple is almost $1 trillion firm, but watch out for Amazon,IPhone maker’s revenue has ballooned to $229 billion, surpassing Portugal’s GDP,http://www.thehindu.com/business/Industry/apple-is-almost-1-trillion-firm-but-watch-out-for-amazon/article23867045.ece,1526140740
United Airlines sued by Nigerian passenger booted for 'pungent' odor, claiming racial discrimination,She's a member of their frequent flyer program, too.,http://www.foxnews.com/travel/2018/05/12/united-airlines-sued-by-nigerian-passenger-booted-for-pungent-odor-claiming-racial-discrimination.html,1526139782
Cryptocurrency has been great for GPU makers—that might change soon,The cryptocurrency boom helped GPU makers score another quarter of huge profits.,https://arstechnica.com/gaming/2018/05/cryptocurrency-has-been-great-for-gpu-makers-that-might-change-soon/,1526139281
